event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.subscription_state,user_properties.subscription_product,user_properties.ab_tooltips_enabled,event_properties.id,event_properties.title,event_properties.source
article_openID,1710935955679000,9255136e-5e78-4689-85da-06f5fdd8e0fd,9255136e-5e78-4689-85da-06f5fdd8e0fd_1710935932777,/,subscribed,yearly_t_2,False,280,The Compatibility of Gates and Channels in a Couple,main
article_openID,1710932929147000,cba1d092-a740-4375-861b-8115769793da,cba1d092-a740-4375-861b-8115769793da_1710932902779,/,subscribed,weekly_1299_intro_promo_discount,False,280,The Compatibility of Gates and Channels in a Couple,main
article_openID,1710936497855000,1647ca27-ac8b-4f8a-bdd5-06efd51ad449,1647ca27-ac8b-4f8a-bdd5-06efd51ad449_1710936003941,/,subscribed,6month_1_1999,False,194,Two Generators Together: The Imperfect Ideal,main
article_openID,1710936344318000,9255136e-5e78-4689-85da-06f5fdd8e0fd,9255136e-5e78-4689-85da-06f5fdd8e0fd_1710935932777,/,subscribed,yearly_t_2,False,280,The Compatibility of Gates and Channels in a Couple,main
article_openID,1710938633878000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,False,225,Composite: Who You Are Most Comfortable With,tag
article_openID,1710938654479000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,False,267,Generator: The Job for You,main
article_openID,1710938679002000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,False,267,Generator: The Job for You,main
article_openID,1710938729833000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,False,267,Generator: The Job for You,main
article_openID,1710938737830000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,False,267,Generator: The Job for You,main
article_openID,1710938759503000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,False,267,Generator: The Job for You,main
article_openID,1710938777484000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,False,267,Generator: The Job for You,main
article_openID,1710938858332000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,False,267,Generator: The Job for You,main
article_openID,1710937331980000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,subscribed,weekly_1299_intro_promo_discount,False,365,Types of nutrition in Human Design,main
article_openID,1710937389520000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,subscribed,weekly_1299_intro_promo_discount,False,366,What kind of work is suitable for a Projector?,main
article_openID,1710937414416000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,subscribed,weekly_1299_intro_promo_discount,False,280,The Compatibility of Gates and Channels in a Couple,main
article_openID,1710937460598000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,subscribed,weekly_1299_intro_promo_discount,False,280,The Compatibility of Gates and Channels in a Couple,main
article_openID,1710936640689000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,False,402,Compatibility of Manifesting Generator and Reflector,main
article_openID,1710936663787000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,False,198,Who Are Manifesting Generators?,main
article_openID,1710940392428000,351d83b6-da82-4fea-91b1-adf1bf913f65,351d83b6-da82-4fea-91b1-adf1bf913f65_1710940311556,/,subscribed,yearly_t_2,False,198,¿Quiénes son los Generadores Manifestantes?,main
article_openID,1710940396182000,351d83b6-da82-4fea-91b1-adf1bf913f65,351d83b6-da82-4fea-91b1-adf1bf913f65_1710940311556,/,subscribed,yearly_t_2,False,280,La compatibilidad de Puertas y Canales en una Pareja,main
article_openID,1710940415840000,351d83b6-da82-4fea-91b1-adf1bf913f65,351d83b6-da82-4fea-91b1-adf1bf913f65_1710940311556,/,subscribed,yearly_t_2,False,280,La compatibilidad de Puertas y Canales en una Pareja,main
article_openID,1710939939313000,3688eaf1-9d32-47d0-a98c-b67ed4453fdd,3688eaf1-9d32-47d0-a98c-b67ed4453fdd_1710939811478,/,subscribed,yearly_t_2,False,214,What is a Bodygraph?,tag
article_openID,1710940233401000,3688eaf1-9d32-47d0-a98c-b67ed4453fdd,3688eaf1-9d32-47d0-a98c-b67ed4453fdd_1710939811478,/,subscribed,yearly_t_2,False,280,The Compatibility of Gates and Channels in a Couple,main
article_openID,1710941669480000,0fb8a64e-e21d-4659-8492-b18885d7313e,0fb8a64e-e21d-4659-8492-b18885d7313e_1710941627624,/,subscribed,yearly_t_2,False,236,Indicators of Laziness in the Bodygraph,main
article_openID,1710940761092000,c9a30543-3e74-4ac6-8a3e-52963cf1e736,c9a30543-3e74-4ac6-8a3e-52963cf1e736_1710940746405,/,subscribed,weekly_3,False,365,Types of nutrition in Human Design,main
article_openID,1710939725050000,1e3dc72c-060d-4d42-b164-86b9fc9cd09c,1e3dc72c-060d-4d42-b164-86b9fc9cd09c_1710939657879,/,subscribed,yearly_t_2,False,186,A Reflector at Work: A Strange but Valuable Employee,main
article_openID,1710941595834000,96101eb1-9269-442a-a336-402bdb763667,96101eb1-9269-442a-a336-402bdb763667_1710941563107,/,subscribed,weekly_3,False,365,Types of nutrition in Human Design,main
article_openID,1710939747337000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710939501166,/,subscribed,weekly_3,False,366,What kind of work is suitable for a Projector?,main
article_openID,1710943267053000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,False,280,The Compatibility of Gates and Channels in a Couple,main
article_openID,1710943287925000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,False,225,Composite: Who You Are Most Comfortable With,main
article_openID,1710943391660000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,False,225,Composite: Who You Are Most Comfortable With,main
article_openID,1710943393834000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,False,225,Composite: Who You Are Most Comfortable With,main
article_openID,1710945431561000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,False,402,Compatibility of Manifesting Generator and Reflector,main
article_openID,1710950188751000,1b63ea8c-91b7-4149-9ee6-f85eff6c3168,1b63ea8c-91b7-4149-9ee6-f85eff6c3168_1710950137033,/,subscribed,yearly_t_2,False,318,Step 3: Decision-making strategy,tag
article_openID,1710950274098000,1b63ea8c-91b7-4149-9ee6-f85eff6c3168,1b63ea8c-91b7-4149-9ee6-f85eff6c3168_1710950137033,/,subscribed,yearly_t_2,False,319,Step 4: How to read a bodygraph,tag
article_openID,1710950436423000,1b63ea8c-91b7-4149-9ee6-f85eff6c3168,1b63ea8c-91b7-4149-9ee6-f85eff6c3168_1710950137033,/,subscribed,yearly_t_2,False,320,"Step 5: Moving on to aura, profile and not-self",tag
article_openID,1710950557595000,1b63ea8c-91b7-4149-9ee6-f85eff6c3168,1b63ea8c-91b7-4149-9ee6-f85eff6c3168_1710950137033,/,subscribed,yearly_t_2,False,321,Step 6: The different planetary and lunar transits,tag
article_openID,1710950630888000,a8742e46-674e-4e48-9c55-a30d6c80c9f8,a8742e46-674e-4e48-9c55-a30d6c80c9f8_1710950529740,/,subscribed,yearly_t_2,False,346,If the Generator is sad,tag
article_openID,1710950761231000,a8742e46-674e-4e48-9c55-a30d6c80c9f8,a8742e46-674e-4e48-9c55-a30d6c80c9f8_1710950529740,/,subscribed,yearly_t_2,False,278,Manifesting Generator: Yin/Yang or Aura Perfection,tag
article_openID,1710956504683000,bece9af0-3849-464a-8d0e-5b6fca0a16dd,bece9af0-3849-464a-8d0e-5b6fca0a16dd_1710956421132,/,subscribed,6month_1_1999,False,186,A Reflector at Work: A Strange but Valuable Employee,main
article_openID,1710954212606000,7868e5fe-2cc3-4264-9966-00f9a6952005,7868e5fe-2cc3-4264-9966-00f9a6952005_1710954062893,/,subscribed,yearly_t_2,False,403,Reflectors in Relationships: How to Build Harmonious Connections,main
article_openID,1710954377828000,7868e5fe-2cc3-4264-9966-00f9a6952005,7868e5fe-2cc3-4264-9966-00f9a6952005_1710954062893,/,subscribed,yearly_t_2,False,280,The Compatibility of Gates and Channels in a Couple,main
article_openID,1710954460271000,f6ae646a-db06-499c-92f9-485c94173591,f6ae646a-db06-499c-92f9-485c94173591_1710954440438,/,subscribed,monthly_1_nt,False,398,The Wisdom of the Projector,main
article_openID,1710954478694000,f6ae646a-db06-499c-92f9-485c94173591,f6ae646a-db06-499c-92f9-485c94173591_1710954440438,/,subscribed,monthly_1_nt,False,365,Types of nutrition in Human Design,main
article_openID,1710957720094000,a6d42d8c-2c39-4c79-a375-135a28eb2702,a6d42d8c-2c39-4c79-a375-135a28eb2702_1710957695752,/,subscribed,yearly_t_2,False,403,Reflectors in Relationships: How to Build Harmonious Connections,main
article_openID,1710957792193000,a6d42d8c-2c39-4c79-a375-135a28eb2702,a6d42d8c-2c39-4c79-a375-135a28eb2702_1710957695752,/,subscribed,yearly_t_2,False,397,The Role of Intuition in Guiding Generators,main
article_openID,1710957814771000,a6d42d8c-2c39-4c79-a375-135a28eb2702,a6d42d8c-2c39-4c79-a375-135a28eb2702_1710957695752,/,subscribed,yearly_t_2,False,389,Raising a Projector Child: Tips and Strategies,collection
article_openID,1710960239474000,545b4924-81c5-4ea4-be94-ac41790c6707,545b4924-81c5-4ea4-be94-ac41790c6707_1710959885219,/,subscribed,yearly_t_2,False,193,Projector and Generator: Who Makes the First Move?,tag
article_openID,1710960275212000,545b4924-81c5-4ea4-be94-ac41790c6707,545b4924-81c5-4ea4-be94-ac41790c6707_1710959885219,/,subscribed,yearly_t_2,False,241,Red and Black in Human Design,tag
article_openID,1710959173885000,049473c6-f18f-4e61-a85d-30009472ba20,049473c6-f18f-4e61-a85d-30009472ba20_1710959160829,/,subscribed,yearly_t_2,False,223,Body and Mind in Human Design: Who Should We Listen To?,main
article_openID,1710959193641000,049473c6-f18f-4e61-a85d-30009472ba20,049473c6-f18f-4e61-a85d-30009472ba20_1710959160829,/,subscribed,yearly_t_2,False,188,The Manifesting Generator’s Not Self: Impatience,tag
article_openID,1710959230804000,049473c6-f18f-4e61-a85d-30009472ba20,049473c6-f18f-4e61-a85d-30009472ba20_1710959160829,/,subscribed,yearly_t_2,False,379,"Positive and negative ""themes"" of Types",tag
article_openID,1710957905858000,78fbfbba-4b08-497f-a3fd-a66e79097c05,78fbfbba-4b08-497f-a3fd-a66e79097c05_1710957422527,/,auto_renew_off,weekly_1299_intro_promo_discount,False,325,Step 10: How do I apply Human Design?,tag
article_openID,1710957933216000,edb1880a-d89c-4a48-8b77-1711182bd917,edb1880a-d89c-4a48-8b77-1711182bd917_1710957860501,/,subscribed,6month_1_1999,False,403,Reflectors in Relationships: How to Build Harmonious Connections,main
article_openID,1710964226593000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,206,Кто такие Генераторы?,main
article_openID,1710964252422000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,206,Кто такие Генераторы?,main
article_openID,1710964657307000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,223,Тело и Ум в Дизайне человека: к чему прислушиваться?,main
article_openID,1710964671764000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,220,Достоинства и недостатки типов: коротко обо всех,main
article_openID,1710964695372000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,266,Бизнес-навыки по Дизайну человека,main
article_openID,1710964743881000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,266,Бизнес-навыки по Дизайну человека,main
article_openID,1710964773463000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,266,Бизнес-навыки по Дизайну человека,main
article_openID,1710963698866000,d429f7aa-1bdf-4318-a70c-8a6850394f7c,d429f7aa-1bdf-4318-a70c-8a6850394f7c_1710963236740,/,subscribed,yearly_t_2,False,383,What job is suitable for a MG?,tag
article_openID,1710963731787000,d429f7aa-1bdf-4318-a70c-8a6850394f7c,d429f7aa-1bdf-4318-a70c-8a6850394f7c_1710963236740,/,subscribed,yearly_t_2,False,375,MG and business,tag
article_openID,1710963831962000,d429f7aa-1bdf-4318-a70c-8a6850394f7c,d429f7aa-1bdf-4318-a70c-8a6850394f7c_1710963236740,/,subscribed,yearly_t_2,False,351,Features of a woman MG,tag
article_openID,1710961893820000,87dd0e95-a2b7-4820-bf1b-3fef227b6509,87dd0e95-a2b7-4820-bf1b-3fef227b6509_1710961677076,/,subscribed,yearly_t_2,False,365,Types of nutrition in Human Design,main
article_openID,1710962330098000,70facd3e-c6b7-4678-97e8-c449d1c970ce,70facd3e-c6b7-4678-97e8-c449d1c970ce_1710962323866,/,subscribed,yearly_t_2,False,402,Compatibility of Manifesting Generator and Reflector,main
article_openID,1710957018240000,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596_1710956311715,/,subscribed,weekly_3,False,402,Compatibility of Manifesting Generator and Reflector,tag
article_openID,1710902971841000,463ec119-4f78-49ae-ab08-d929a1789e92,463ec119-4f78-49ae-ab08-d929a1789e92_1710902944093,/,subscribed,weekly_3,False,217,What Are the Benefits of Being a Generator?,main
article_openID,1710902255799000,262cbe0a-6288-41e8-990b-ffd071fcba8f,262cbe0a-6288-41e8-990b-ffd071fcba8f_1710902235765,/,subscribed,yearly_t_2,False,365,Types of nutrition in Human Design,main
article_openID,1710902302831000,262cbe0a-6288-41e8-990b-ffd071fcba8f,262cbe0a-6288-41e8-990b-ffd071fcba8f_1710902235765,/,subscribed,yearly_t_2,False,192,When You’re Both Waiting for an Invitation: Two Projectors Together,main
article_openID,1710902341001000,262cbe0a-6288-41e8-990b-ffd071fcba8f,262cbe0a-6288-41e8-990b-ffd071fcba8f_1710902235765,/,subscribed,yearly_t_2,False,266,Business Skills in Human Design,main
article_openID,1710902388575000,262cbe0a-6288-41e8-990b-ffd071fcba8f,262cbe0a-6288-41e8-990b-ffd071fcba8f_1710902235765,/,subscribed,yearly_t_2,False,221,Aura: Good and Not So Good,main
article_openID,1710966509616000,572e84f3-ce7d-4708-a7c2-8220341f3082,572e84f3-ce7d-4708-a7c2-8220341f3082_1710966504547,/,subscribed,Yearly_30_b_var3,False,403,Reflectors in Relationships: How to Build Harmonious Connections,main
article_openID,1710964825268000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,266,Бизнес-навыки по Дизайну человека,main
article_openID,1710967940531000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710967197866,/,subscribed,yearly_t_2,False,366,What kind of work is suitable for a Projector?,main
article_openID,1710965068742000,5bf91be4-5042-4ffb-8155-6d6e91750769,5bf91be4-5042-4ffb-8155-6d6e91750769_1710965013978,/,subscribed,yearly_t_2,False,397,The Role of Intuition in Guiding Generators,tag
article_openID,1710965355442000,0acf2fd2-0cff-4f6a-85ee-1f19824e91af,0acf2fd2-0cff-4f6a-85ee-1f19824e91af_1710965231052,/,subscribed,6month_1_1999,False,299,Men of different types,tag
article_openID,1710967845010000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,403,Reflectors in Relationships: How to Build Harmonious Connections,main
article_openID,1710967864449000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,402,Compatibility of Manifesting Generator and Reflector,main
article_openID,1710967889230000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,401,Renew Your Relationships with Human Design Magic,main
article_openID,1710967913503000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,308,Women of different types,main
article_openID,1710967940328000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,358,The influence of sleeping gates,main
article_openID,1710967977810000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,198,Who Are Manifesting Generators?,main
article_openID,1710968107659000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,188,The Manifesting Generator’s Not Self: Impatience,main
article_openID,1710968167251000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,278,Manifesting Generator: Yin/Yang or Aura Perfection,main
article_openID,1710968330653000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,176,Manifesting Generators at Work: Energy to the Max,main
article_openID,1710966859195000,ea05cd28-2199-4434-8d12-111e717bdd4e,ea05cd28-2199-4434-8d12-111e717bdd4e_1710965404973,/,subscribed,weekly_3,False,280,The Compatibility of Gates and Channels in a Couple,main
article_openID,1710969843946000,ab2cbdeb-7a40-4fd4-a0d9-21b13c01011b,ab2cbdeb-7a40-4fd4-a0d9-21b13c01011b_1710969627784,/,subscribed,yearly_t_2,False,190,Who Are Projectors?,main
article_openID,1710969935506000,ab2cbdeb-7a40-4fd4-a0d9-21b13c01011b,ab2cbdeb-7a40-4fd4-a0d9-21b13c01011b_1710969627784,/,subscribed,yearly_t_2,False,199,A Projector at Work: A Highly Skilled Coordinator,collection
article_openID,1710970367018000,ab2cbdeb-7a40-4fd4-a0d9-21b13c01011b,ab2cbdeb-7a40-4fd4-a0d9-21b13c01011b_1710969627784,/,subscribed,yearly_t_2,False,236,Indicators of Laziness in the Bodygraph,main
article_openID,1710970692137000,1df649e8-fa60-4057-9ade-c3b6d2ce72e7,1df649e8-fa60-4057-9ade-c3b6d2ce72e7_1710970108477,/,auto_renew_off,6month_1_1999,False,190,¿Quiénes son los Proyectores?,main
article_openID,1710971005235000,1df649e8-fa60-4057-9ade-c3b6d2ce72e7,1df649e8-fa60-4057-9ade-c3b6d2ce72e7_1710970108477,/,auto_renew_off,6month_1_1999,False,218,Tipos de Proyector,main
article_openID,1710971278766000,1df649e8-fa60-4057-9ade-c3b6d2ce72e7,1df649e8-fa60-4057-9ade-c3b6d2ce72e7_1710970108477,/,auto_renew_off,6month_1_1999,False,316,Paso 1: ¿Qué es el sistema de Diseño Humano y cómo funciona?,main
article_openID,1710971532918000,1df649e8-fa60-4057-9ade-c3b6d2ce72e7,1df649e8-fa60-4057-9ade-c3b6d2ce72e7_1710970108477,/,auto_renew_off,6month_1_1999,False,317,Paso 2: ¿Qué es un tipo de personalidad?,main
article_openID,1710971716613000,1df649e8-fa60-4057-9ade-c3b6d2ce72e7,1df649e8-fa60-4057-9ade-c3b6d2ce72e7_1710970108477,/,auto_renew_off,6month_1_1999,False,318,Paso 3: Estrategia de toma de decisiones,main
article_openID,1710971763095000,1df649e8-fa60-4057-9ade-c3b6d2ce72e7,1df649e8-fa60-4057-9ade-c3b6d2ce72e7_1710970108477,/,auto_renew_off,6month_1_1999,False,319,Paso 4: ¿Cómo leer un cuerpo gráfico?,main
article_openID,1710971806102000,1df649e8-fa60-4057-9ade-c3b6d2ce72e7,1df649e8-fa60-4057-9ade-c3b6d2ce72e7_1710970108477,/,auto_renew_off,6month_1_1999,False,320,"Paso 5: Avanzando hacia el aura, perfil y el no-ser",main
article_openID,1710971942511000,1df649e8-fa60-4057-9ade-c3b6d2ce72e7,1df649e8-fa60-4057-9ade-c3b6d2ce72e7_1710970108477,/,auto_renew_off,6month_1_1999,False,321,Paso 6: Los diferentes tránsitos planetarios y lunares,main
article_openID,1710969647955000,4328fc60-1c42-4483-84e9-cb6d585ae622,4328fc60-1c42-4483-84e9-cb6d585ae622_1710969411954,/,subscribed,yearly_t_2,False,280,The Compatibility of Gates and Channels in a Couple,main
